id,name,description,category,brand,price,rating,in_stock,tags,date_added
P074,Creative Writing Workshop,Master the craft of storytelling with practical exercises and techniques,Books,CreativePress,19.99,4.3,true,"writing,creative,storytelling,workshop,fiction",2025-03-18T00:00:00Z
P075,Vitamin C Brightening Serum,Concentrated vitamin C serum with hyaluronic acid for radiant skin,Beauty,GlowLab,28.99,4.6,true,"serum,vitamin-c,brightening,skincare,hyaluronic",2025-01-08T00:00:00Z
P076,Natural Hair Repair Shampoo,Sulfate-free repair shampoo with argan oil and keratin for damaged hair,Beauty,PureHair,16.99,4.3,true,"shampoo,hair,repair,argan-oil,keratin",2025-02-12T00:00:00Z
P077,Retinol Night Cream,Advanced retinol night cream with peptides for anti-aging and wrinkle reduction,Beauty,GlowLab,39.99,4.5,true,"retinol,night-cream,anti-aging,peptides,skincare",2025-03-22T00:00:00Z
P078,SPF 50 Daily Moisturizer,Lightweight daily moisturizer with broad spectrum SPF 50 sun protection,Beauty,SunShield,24.99,4.4,true,"moisturizer,spf,sunscreen,daily,skincare",2025-04-10T00:00:00Z
P079,Organic Lip Balm Set,Natural organic lip balm set with beeswax shea butter 4 flavors,Beauty,PureHair,12.99,4.2,true,"lip-balm,organic,beeswax,shea-butter,natural",2025-05-05T00:00:00Z
P080,Charcoal Face Mask,Deep cleansing activated charcoal face mask for pore minimizing,Beauty,GlowLab,18.99,4.3,true,"face-mask,charcoal,cleansing,pore,skincare",2025-06-18T00:00:00Z
P081,Hair Styling Clay Matte,Professional matte finish hair styling clay with strong hold,Beauty,PureHair,14.99,4.1,true,"hair,styling,clay,matte,grooming",2025-07-08T00:00:00Z
P082,Rose Water Facial Toner,Organic rose water toner for hydrating and balancing skin pH,Beauty,GlowLab,15.99,4.4,true,"toner,rose-water,organic,hydrating,skincare",2025-08-25T00:00:00Z
P083,Coconut Oil Body Butter,Rich coconut oil body butter with vitamin E for deep moisturizing,Beauty,PureHair,21.99,4.5,true,"body-butter,coconut,vitamin-e,moisturizing,skin",2025-09-12T00:00:00Z
P084,Electric Toothbrush Sonic,Rechargeable sonic electric toothbrush with 5 modes and smart timer,Beauty,SmartLife,49.99,4.6,true,"toothbrush,electric,sonic,rechargeable,dental",2025-01-15T00:00:00Z
P085,Tea Tree Acne Treatment,Concentrated tea tree oil acne spot treatment with salicylic acid,Beauty,GlowLab,13.99,4.2,true,"acne,tea-tree,treatment,salicylic-acid,skincare",2025-02-20T00:00:00Z
P086,Nail Care Kit Professional,Complete professional nail care kit with manicure and pedicure tools,Beauty,PureHair,27.99,4.3,true,"nail-care,manicure,pedicure,tools,grooming",2025-03-28T00:00:00Z
P087,Smart Watch Pro,Advanced smartwatch with ECG blood pressure and always-on AMOLED display,Electronics,FitGear,199.99,4.7,true,"smartwatch,ecg,blood-pressure,amoled,health",2025-04-02T00:00:00Z
P088,Wireless Keyboard and Mouse Combo,Slim wireless keyboard and mouse combo with quiet keys and long battery life,Electronics,KeyMaster,44.99,4.3,true,"keyboard,mouse,wireless,combo,slim",2025-05-14T00:00:00Z
P089,Fleece Zip-Up Hoodie,Soft fleece full zip hoodie with kangaroo pocket and ribbed cuffs,Clothing,UrbanWear,54.99,4.4,true,"hoodie,fleece,zip-up,casual,warm",2025-06-25T00:00:00Z
P090,Professional Chef Knife 8 inch,German steel 8-inch chef knife with ergonomic handle and full tang,Home & Kitchen,ChefPro,59.99,4.8,true,"knife,chef,german-steel,kitchen,sharp",2025-07-30T00:00:00Z
P091,Resistance Loop Bands Set,Fabric resistance loop bands set for glutes and legs 5 levels,Sports,FlexFit,18.99,4.3,true,"resistance,bands,loop,fabric,glutes",2025-08-10T00:00:00Z
P092,Cybersecurity Essentials,Practical guide to cybersecurity threat detection and network defense,Books,TechPress,36.99,4.5,true,"cybersecurity,network,security,hacking,defense",2025-09-20T00:00:00Z
P093,Hyaluronic Acid Serum,Pure hyaluronic acid serum for intense hydration and plumping effect,Beauty,GlowLab,22.99,4.6,true,"hyaluronic-acid,serum,hydration,plumping,skincare",2025-01-28T00:00:00Z
P094,Portable SSD 1TB,Compact portable solid state drive with USB 3.2 and encryption,Electronics,TechConnect,89.99,4.5,true,"ssd,portable,storage,usb,encryption",2025-02-14T00:00:00Z
P095,Wool Beanie Winter Hat,Chunky knit merino wool beanie with fleece lining for warmth,Clothing,NordicKnit,24.99,4.3,true,"beanie,wool,winter,knit,warm",2025-03-05T00:00:00Z
P096,Immersion Blender Handheld,Powerful handheld immersion blender with variable speed and whisk attachment,Home & Kitchen,ChefPro,34.99,4.4,true,"blender,immersion,handheld,kitchen,variable-speed",2025-04-28T00:00:00Z
P097,Climbing Chalk Bag,Drawstring climbing chalk bag with waist belt and zippered pocket,Sports,TrailBlaze,16.99,4.2,true,"climbing,chalk,bag,bouldering,outdoor",2025-05-10T00:00:00Z
P098,Blockchain Development Guide,Learn blockchain development smart contracts and decentralized applications,Books,TechPress,41.99,4.4,true,"blockchain,smart-contracts,dapps,ethereum,web3",2025-06-15T00:00:00Z
P099,Collagen Face Moisturizer,Marine collagen moisturizer with niacinamide for firmness and glow,Beauty,GlowLab,31.99,4.5,true,"collagen,moisturizer,niacinamide,firmness,skincare",2025-07-02T00:00:00Z
P100,Noise Cancelling Travel Headphones,Foldable travel headphones with adaptive noise cancelling and quick charge,Electronics,SoundMax,149.99,4.6,true,"headphones,travel,noise-cancelling,foldable,portable",2025-08-18T00:00:00Z
